Security Code	Security Id	Ticker	Security Name	Current Price	Market Capitalization	Company Type	Industry Type	Macro-Economic Indicator	Sector	Industry	Industry Subgroup Name
539947	JLL	NSE:JLL	Jindal Leasefin Ltd	44.39	13.3565069	SME	Investment Company	Financial Services	Financial Services	Finance	Investment Company
539956	TAALENT	NSE:TAALENT	TAAL Enterprises Ltd	3161	985.0757062	Micro Cap	Airline	Services	Services	Transport Services	Airline
539957	MGL	NSE:MGL	Mahanagar Gas Ltd	1298.5	12826.29214	Small Cap	LPG/CNG/PNG/LNG Supplier	Energy	Oil, Gas & Consumable Fuels	Gas	LPG/CNG/PNG/LNG Supplier
539963	ZEAL	NSE:ZEAL	Zeal Aqua Ltd	10.57	133.2517581	SME	Seafood	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Seafood
539978	QUESS	NSE:QUESS	Quess Corp Ltd	234.95	3486.993887	Small Cap	Diversified Commercial Services	Services	Services	Commercial Services & Supplies	Diversified Commercial Services
539979	DIGJAMLMTD	NSE:DIGJAMLMTD	Digjam Ltd	49.32	98.64	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
539980	MIDSELIETF	NSE:MIDSELIETF	ICICI Prudential BSE Midcap Select ETF	18.02	0	SME		-	-	-	-
539984	HUIL	NSE:HUIL	Hindusthan Urban Infrastructure Ltd	2147.45	309.8523322	SME	Other Electrical Equipment	Industrials	Capital Goods	Electrical Equipment	Other Electrical Equipment
539985	TITAANIUM	NSE:TITAANIUM	Titaanium Ten Enterprise Ltd	115	77.3778305	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
539986	COMSYN	NSE:COMSYN	Commercial Syn Bags Ltd	150.95	603.0784468	Micro Cap	Packaging	Industrials	Capital Goods	Industrial Products	Packaging
539991	CFEL	NSE:CFEL	Confidence Futuristic Energetech Ltd	51.5	128.853	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
539992	LLOYDSENGG	NSE:LLOYDSENGG	Lloyds Engineering Works Ltd	59.16	8186.200295	Small Cap	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
539997	KPL	NSE:KPL	Kwality Pharmaceuticals Ltd	908.75	942.9362662	Micro Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
540005	LTIM	NSE:LTIM	LTIMindtree Ltd	5602	164866.1	Large Cap	Computers - Software & Consulting	Information Technology	Information Technology	IT - Software	Computers - Software & Consulting
540006	EASTWEST	NSE:EASTWEST	East West Freight Carriers Ltd	4.39	55.75027	SME	Logistics Solution Provider	Services	Services	Transport Services	Logistics Solution Provider
540008	BSLSENETFG	NSE:BSLSENETFG	Aditya Birla Sun Life BSE Sensex ETF	84.5	0	SME		-	-	-	-
540023	COLORCHIPS	NSE:COLORCHIPS	Colorchips New Media Ltd	14.9	25.3447503	SME	TV Broadcasting & Software Production	Consumer Discretionary	Media, Entertainment & Publication	Entertainment	TV Broadcasting & Software Production
540025	ADVENZYMES	NSE:ADVENZYMES	Advanced Enzyme Technologies Ltd	310.3	3475.93033	Small Cap	Biotechnology	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Biotechnology
540026	LAHL	NSE:LAHL	Ladam Affordable Housing Ltd	6.58	12.0444266	SME	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
540047	DBL	NSE:DBL	Dilip Buildcon Ltd	481.3	7818.468026	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
540048	SPAL	NSE:SPAL	S.P. Apparels Ltd	713.9	1791.360775	Small Cap	Garments & Apparels	Consumer Discretionary	Textiles	Textiles & Apparels	Garments & Apparels
540061	BIGBLOC	NSE:BIGBLOC	Bigbloc Construction Ltd	52.29	740.2993482	Micro Cap	Cement & Cement Products	Commodities	Construction Materials	Cement & Cement Products	Cement & Cement Products
540062	GOLDENCREST	NSE:GOLDENCREST	Golden Crest Education & Services Ltd	350.7	183.9422	SME	Education	Consumer Discretionary	Consumer Services	Other Consumer Services	Education
540063	ECS	NSE:ECS	ECS Biztech Ltd	9.4	19.3217368	SME	Computers - Software & Consulting	Information Technology	Information Technology	IT - Software	Computers - Software & Consulting
540065	RBLBANK	NSE:RBLBANK	RBL Bank Ltd	317.9	19499.62004	Small Cap	Private Sector Bank	Financial Services	Financial Services	Banks	Private Sector Bank
540066	AMS	NSE:AMS	AMS Polymers Ltd	25.77	0	SME	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
540072	SHIVAEXPO	NSE:SHIVAEXPO	Shiva Granito Export Ltd	10.96	14.4836948	SME	Other Construction Materials	Commodities	Construction Materials	Other Construction Materials	Other Construction Materials
540073	BLS	NSE:BLS	BLS International Services Ltd	323.9	13382.50118	Small Cap	Tour, Travel Related Services	Consumer Discretionary	Consumer Services	Leisure Services	Tour, Travel Related Services
540078	MITSU	NSE:MITSU	Mitsu Chem Plast Ltd	100.6	136.5941749	SME	Packaging	Industrials	Capital Goods	Industrial Products	Packaging
540079	SPRAYKING	NSE:SPRAYKING	Sprayking Ltd	2.08	43.9626495	SME	Other Industrial Products	Industrials	Capital Goods	Industrial Products	Other Industrial Products
540080	DHATRE	NSE:DHATRE	Dhatre Udyog Ltd	6.68	72.7816041	SME	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
540081	SABEVENTS	NSE:SABEVENTS	SAB Events & Governance Now Media Ltd	5.99	6.279742	SME	Electronic Media	Consumer Discretionary	Media, Entertainment & Publication	Media	Electronic Media
540082	RSTL	NSE:RSTL	Riddhi Steel and Tube Ltd	110	91.192761	SME	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
540083	TVVISION	NSE:TVVISION	TV Vision Ltd	6.11	23.6728839	SME	TV Broadcasting & Software Production	Consumer Discretionary	Media, Entertainment & Publication	Entertainment	TV Broadcasting & Software Production
540097	GAMCO	NSE:GAMCO	Gamco Ltd	38.9	210.1825043	SME	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
540108	TIAANC	NSE:TIAANC	Tiaan Consumer Ltd	7.04	7.229387	SME	Personal Care	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Personal Products	Personal Care
540115	LTTS	NSE:LTTS	L&T Technology Services Ltd	4196	44416.01178	Mid Cap	IT Enabled Services	Information Technology	Information Technology	IT - Services	IT Enabled Services
540124	GNA	NSE:GNA	G N A Axles Ltd	317	1350.403412	Small Cap	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
540125	RADHIKAJWE	NSE:RADHIKAJWE	Radhika Jeweltech Ltd	85.64	1010.551993	Small Cap	Gems- Jewellery And Watches	Consumer Discretionary	Consumer Durables	Consumer Durables	Gems, Jewellery And Watches
540132	SIIL	NSE:SIIL	Sabrimala Industries India Ltd	13.12	11.4334186	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540133	ICICIPRULI	NSE:ICICIPRULI	ICICI Prudential Life Insurance Company Ltd	605.65	87625.38497	Large Cap	Life Insurance	Financial Services	Financial Services	Insurance	Life Insurance
540134	IISL	NSE:IISL	Ishaan Infrastructures and Shelters Ltd	10.01	6.4810747	SME	Civil Construction	Industrials	Construction	Construction	Civil Construction
540135	ARCFIN	NSE:ARCFIN	ARC Finance Ltd	0.8	69.720769	SME	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
540136	HPL	NSE:HPL	HPL Electric & Power Ltd	443.95	2854.619888	Small Cap	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
540143	SAGARSOFT	NSE:SAGARSOFT	Sagarsoft (India) Ltd	115	73.510737	SME	Computers - Software & Consulting	Information Technology	Information Technology	IT - Software	Computers - Software & Consulting
540144	DRA	NSE:DRA	DRA Consultants Ltd	19	20.843	SME	Consulting Services	Services	Services	Commercial Services & Supplies	Consulting Services
540145	VALIANTORG	NSE:VALIANTORG	Valiant Organics Ltd	313	868.744344	Micro Cap	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
540146	ACML	NSE:ACML	Aditya Consumer Marketing Ltd	51	74.632788	SME	Diversified Retail	Consumer Discretionary	Consumer Services	Retailing	Diversified Retail
540147	SHASHIJIT	NSE:SHASHIJIT	Shashijit Infraprojects Ltd	5.11	37.1353929	SME	Civil Construction	Industrials	Construction	Construction	Civil Construction
540148	BINDALEXPO	NSE:BINDALEXPO	Bindal Exports Ltd	28.11	12.93172	SME	Gems- Jewellery And Watches	Consumer Discretionary	Consumer Durables	Consumer Durables	Gems, Jewellery And Watches
540150	MHEL	NSE:MHEL	Mewar Hi-Tech Engineering Ltd	57.99	22.636977	SME	Civil Construction	Industrials	Construction	Construction	Civil Construction
540151	DIKSAT	NSE:DIKSAT	Diksat Transworld Ltd	120	210.5145	SME	Film Production- Distribution & Exhibition	Consumer Discretionary	Media, Entertainment & Publication	Entertainment	Film Production, Distribution & Exhibition
540153	ENDURANCE	NSE:ENDURANCE	Endurance Technologies Ltd	2955.9	41578.51568	Mid Cap	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
540154	IDFSENSEXE	NSE:IDFSENSEXE	Bandhan S&P BSE SENSEX ETF	909	0	SME		-	-	-	-
540159	PURPLE	NSE:PURPLE	Purple Entertainment Ltd	5.98	5.170287	SME	Film Production- Distribution & Exhibition	Consumer Discretionary	Media, Entertainment & Publication	Entertainment	Film Production, Distribution & Exhibition
540168	SUPRAPFSL	NSE:SUPRAPFSL	Supra Pacific Financial Services Ltd	29.13	96.60103	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
540173	PNBHOUSING	NSE:PNBHOUSING	PNB Housing Finance Ltd	887	23107.10395	Small Cap	Housing Finance Company	Financial Services	Financial Services	Finance	Housing Finance Company
540174	SOUTHERNIN	NSE:SOUTHERNIN	Southern Infosys Ltd	23.46	11.7769195	SME	Computers - Software & Consulting	Information Technology	Information Technology	IT - Software	Computers - Software & Consulting
540175	REGENCY	NSE:REGENCY	Regency Fincorp Ltd	41.49	305.6522784	SME	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
540180	VBL	NSE:VBL	Varun Beverages Ltd	465.3	157423.3629	Large Cap	Other Beverages	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Beverages	Other Beverages
540181	SALEM	NSE:SALEM	Salem Erode Investments Ltd	41.17	47.2035025	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
540190	FRANKLININD	NSE:FRANKLININD	Franklin Industries Ltd	0.84	64.7807979	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540192	LKPSEC	NSE:LKPSEC	LKP Securities Ltd	18.34	150.9660413	SME	Stockbroking & Allied	Financial Services	Financial Services	Capital Markets	Stockbroking & Allied
540198	OSIAJEE	NSE:OSIAJEE	Osiajee Texfab Ltd	353.5	190.89	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
540199	CMBL	NSE:CMBL	Corporate Merchant Bankers Ltd	257.95	85.123504	SME	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
540203	SFL	NSE:SFL	Sheela Foam Ltd	675.3	7377.81294	Small Cap	Furniture- Home Furnishing	Consumer Discretionary	Consumer Durables	Consumer Durables	Furniture, Home Furnishing
540204	EIKO	NSE:EIKO	Eiko Lifesciences Ltd	51.7	70.9367955	SME	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
540205	AVL	NSE:AVL	Aditya Vision Ltd	551.2	7091.904717	Small Cap	Speciality Retail	Consumer Discretionary	Consumer Services	Retailing	Speciality Retail
540210	HEADSUP	NSE:HEADSUP	Heads UP Ventures Ltd	10.44	23.0310652	SME	Trading - Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Trading - Textile Products
540212	TCIEXP	NSE:TCIEXP	TCI Express Ltd	666.9	2574.793237	Small Cap	Logistics Solution Provider	Services	Services	Transport Services	Logistics Solution Provider
540222	LAURUSLABS	NSE:LAURUSLABS	Laurus Labs Ltd	943	50498.13165	Mid Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
540252	VSL	NSE:VSL	Veeram Securities Ltd	7.98	61.04217	SME	Gems- Jewellery And Watches	Consumer Discretionary	Consumer Durables	Consumer Durables	Gems, Jewellery And Watches
540254	MTPL	NSE:MTPL	Marg Techno Projects Ltd	48.31	48.3100013	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
540259	SHANGAR	NSE:SHANGAR	Shangar Decor Ltd	0.33	16.157322	SME	Diversified Commercial Services	Services	Services	Commercial Services & Supplies	Diversified Commercial Services
540266	GLCL	NSE:GLCL	Globe Commercials Ltd	22.59	13.558518	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540267	FLORACORP	NSE:FLORACORP	Flora Corporation Ltd	10.03	8.7600763	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540268	TRU	NSE:TRU	TruCap Finance Ltd	10	118.8618	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
540269	SKL	NSE:SKL	Super Fine Knitters Ltd	9.9	12.26914	SME	Gems- Jewellery And Watches	Consumer Discretionary	Consumer Durables	Consumer Durables	Gems, Jewellery And Watches
540270	RAIDEEPIND	NSE:RAIDEEPIND	Raideep Industries Ltd	0	0	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540293	PRICOLLTD	NSE:PRICOLLTD	Pricol Ltd	529.1	6448.744576	Small Cap	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
540310	CFL	NSE:CFL	Classic Filaments Ltd	26.59	16.2553924	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
540311	JITFINFRA	NSE:JITFINFRA	JITF Infralogistics Ltd	346.8	865.9858511	Micro Cap	Water Supply & Management	Utilities	Utilities	Other Utilities	Water Supply & Management
540318	SUERYAAKNI	NSE:SUERYAAKNI	Sueryaa Knitwear Ltd	0	0	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
540332	TANVI	NSE:TANVI	Tanvi Foods (India) Ltd	0	106.3505	SME	Packaged Foods	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Packaged Foods
540358	RMC	NSE:RMC	RMC Switchgears Ltd	713	752.34334	Micro Cap	Other Electrical Equipment	Industrials	Capital Goods	Electrical Equipment	Other Electrical Equipment
540359	PARMAX	NSE:PARMAX	Parmax Pharma Ltd	34.75	13.0010209	SME	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
540360	LLFICL	NSE:LLFICL	Leading Leasing Finance And Investment Company Ltd	5.13	278.8491077	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
540361	DANUBE	NSE:DANUBE	Danube Industries Ltd	5.08	46.2229193	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540366	RADIOCITY	NSE:RADIOCITY	Music Broadcast Ltd	8.15	384.156752	SME	Media & Entertainment	Consumer Discretionary	Media, Entertainment & Publication	Entertainment	Media & Entertainment
540376	DMART	NSE:DMART	Avenue Supermarts Ltd	4275	277622.5829	Large Cap	Diversified Retail	Consumer Discretionary	Consumer Services	Retailing	Diversified Retail
540377	IFL	NSE:IFL	IFL Enterprises Ltd	0.67	83.417883	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540386	ONTIC	NSE:ONTIC	Ontic Finserve Ltd	2.01	18.0906029	SME	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
540393	SMLT	NSE:SMLT	Sarthak Metals Ltd	98.65	135.0493858	SME	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
540395	CHEMCRUX	NSE:CHEMCRUX	Chemcrux Enterprises Ltd	111.85	165.6368731	SME	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
540396	MANOMAY	NSE:MANOMAY	Manomay Tex India Ltd	204.05	368.2843411	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
540401	MAXIMUS	NSE:MAXIMUS	Maximus International Ltd	11.85	161.2025466	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540402	MANAS	NSE:MANAS	Manas Properties Ltd	390	162.24	SME	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
540403	CLEDUCATE	NSE:CLEDUCATE	CL Educate Ltd	87	478.3043327	SME	Education	Consumer Discretionary	Consumer Services	Other Consumer Services	Education
540404	PRIMEFRESH	NSE:PRIMEFRESH	Prime Fresh Ltd	283.1	398.0791	SME	Other Agricultural Products	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Other Agricultural Products
540405	OCEANIC	NSE:OCEANIC	Oceanic Foods Ltd	64.75	72.84375	SME	Other Food Products	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Other Food Products
540416	OCTAWARE	NSE:OCTAWARE	Octaware Technologies Ltd	25.46	9.141591	SME	IT Enabled Services	Information Technology	Information Technology	IT - Services	IT Enabled Services
540425	SHANKARA	NSE:SHANKARA	Shankara Building Products Ltd	139	342.9453656	SME	Speciality Retail	Consumer Discretionary	Consumer Services	Retailing	Speciality Retail
540455	ESCORP	NSE:ESCORP	Escorp Asset Management Ltd	162.5	180.6454	SME	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
540467	PARMSILK	NSE:PARMSILK	Parmeshwari Silk Mills Ltd	70.78	21.24179	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
540468	KMSMEDI	NSE:KMSMEDI	KMS Medisurgi Ltd	126.5	41.745	SME	Medical Equipment & Supplies	Healthcare	Healthcare	Healthcare Equipment & Supplies	Medical Equipment & Supplies
540481	CLFL	NSE:CLFL	Classic Leasing & Finance Ltd	31.76	9.5286352	SME	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
540492	STARLENT	NSE:STARLENT	Starlineps Enterprises Ltd	2.95	112.5709	SME	Trading - Minerals	Commodities	Metals & Mining	Metals & Minerals Trading	Trading - Minerals
540497	SCHAND	NSE:SCHAND	S Chand and Company Ltd	179.5	628.959348	Micro Cap	Printing & Publication	Consumer Discretionary	Media, Entertainment & Publication	Printing & Publication	Printing & Publication
540515	KANUNGO	NSE:KANUNGO	Kanungo Financiers Ltd	8.66	4.0130439	SME	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
540519	MEERA	NSE:MEERA	Meera Industries Ltd	64.9	69.3053487	SME	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
540530	HUDCO	NSE:HUDCO	Housing & Urban Development Corporation Ltd	229	45843.51	Mid Cap	Financial Institution	Financial Services	Financial Services	Finance	Financial Institution
540544	PSPPROJECT	NSE:PSPPROJECT	PSP Projects Ltd	800.05	3169.792431	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
540545	BGJL	NSE:BGJL	Bhakti Gems and Jewellery Ltd	23	34.590873	SME	Gems- Jewellery And Watches	Consumer Discretionary	Consumer Durables	Consumer Durables	Gems, Jewellery And Watches
540550	YUG	NSE:YUG	Yug Decor Ltd	0	29.24971	SME	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
540570	VARIMAN	NSE:VARIMAN	Variman Global Enterprises Ltd	10.35	211.8987	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540575	STARCEMENT	NSE:STARCEMENT	Star Cement Ltd	253.9	10262.13503	Small Cap	Cement & Cement Products	Commodities	Construction Materials	Cement & Cement Products	Cement & Cement Products
540590	RIDDHICORP	NSE:RIDDHICORP	Riddhi Corporate Services Ltd	70.55	83.7216886	SME	IT Enabled Services	Information Technology	Information Technology	IT - Services	IT Enabled Services
540595	TEJASNET	NSE:TEJASNET	Tejas Networks Ltd	538.9	9396.025635	Small Cap	Telecom - Equipment & Accessories	Telecommunication	Telecommunication	Telecom - Equipment & Accessories	Telecom - Equipment & Accessories
540596	ERIS	NSE:ERIS	Eris Lifesciences Ltd	1590.8	21668.84425	Small Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
540597	CONTAINER	NSE:CONTAINER	Containerway International Ltd	25.45	29.3366994	SME	Logistics Solution Provider	Services	Services	Transport Services	Logistics Solution Provider
540602	GTPL	NSE:GTPL	GTPL Hathway Ltd	106	1192.1078	Small Cap	TV Broadcasting & Software Production	Consumer Discretionary	Media, Entertainment & Publication	Entertainment	TV Broadcasting & Software Production
540611	AUBANK	NSE:AUBANK	AU Small Finance Bank Ltd	870	64795.62351	Mid Cap	Other Bank	Financial Services	Financial Services	Banks	Other Bank
540612	LOWVOLIETF	NSE:LOWVOLIETF	ICICI Prudential Nifty 100 Low Volatility 30 ETF	22.94	0	SME		-	-	-	-
540613	GEL	NSE:GEL	Gautam Exim Ltd	289.9	89.31819	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540614	GGENG	NSE:GGENG	G G Engineering Ltd	0.63	99.8233732	SME	Heavy Electrical Equipment	Industrials	Capital Goods	Electrical Equipment	Heavy Electrical Equipment
540615	7NR	NSE:7NR	7NR Retail Ltd	4.41	12.3509983	SME	Speciality Retail	Consumer Discretionary	Consumer Services	Retailing	Speciality Retail
540642	SALASAR	NSE:SALASAR	Salasar Techno Engineering Ltd	9.52	1671.040273	Small Cap	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
540647	GANGESSECU	NSE:GANGESSECU	Ganges Securities Ltd	159	161.2593185	SME	Tea & Coffee	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Tea & Coffee
540648	PALASHSECU	NSE:PALASHSECU	Palash Securities Ltd	118.76	118.7968177	SME	Packaged Foods	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Packaged Foods
540649	AVADHSUGAR	NSE:AVADHSUGAR	Avadh Sugar & Energy Ltd	429	858.790218	Micro Cap	Sugar	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Sugar
540650	MAGADSUGAR	NSE:MAGADSUGAR	Magadh Sugar & Energy Ltd	560	789.13072	Micro Cap	Sugar	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Sugar
540651	JIGAR	NSE:JIGAR	Jigar Cables Ltd	71	63.9852	SME	Other Electrical Equipment	Industrials	Capital Goods	Electrical Equipment	Other Electrical Equipment
540652	CTCL	NSE:CTCL	Captain Technocast Ltd	180	417.9618	SME	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
540654	GSTL	NSE:GSTL	Globalspace Technologies Ltd	17.56	60.3533669	SME	Computers - Software & Consulting	Information Technology	Information Technology	IT - Software	Computers - Software & Consulting
540669	UTINEXT50	NSE:UTINEXT50	UTI Nifty Next 50 ETF	74.97	0	SME		-	-	-	-
540673	SIS	NSE:SIS	SIS Ltd	344.35	4872.913492	Small Cap	Other Consumer Services	Consumer Discretionary	Consumer Services	Other Consumer Services	Other Consumer Services
540678	COCHINSHIP	NSE:COCHINSHIP	Cochin Shipyard Ltd	1792	47133.86017	Mid Cap	Ship Building & Allied Services	Industrials	Capital Goods	Industrial Manufacturing	Ship Building & Allied Services
540679	SMSLIFE	NSE:SMSLIFE	SMS Lifesciences India Ltd	1115	341.1049255	SME	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
540680	KIOCL	NSE:KIOCL	KIOCL Ltd	453.9	27554.65728	Small Cap	Sponge Iron	Commodities	Metals & Mining	Ferrous Metals	Sponge Iron
540681	CHOTHANI	NSE:CHOTHANI	Chothani Foods Ltd	46.66	48.33976	SME	Packaged Foods	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Packaged Foods
540686	SMRUTHIORG	NSE:SMRUTHIORG	Smruthi Organics Ltd	130.5	149.3740845	SME	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
540691	ABCAPITAL	NSE:ABCAPITAL	Aditya Birla Capital Ltd	308	80374.92642	Large Cap	Investment Company	Financial Services	Financial Services	Finance	Investment Company
540692	APEX	NSE:APEX	Apex Frozen Foods Ltd	246	768.75	Micro Cap	Seafood	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Seafood
540693	SHISHIND	NSE:SHISHIND	Shish Industries Ltd	8.7	330.1792607	SME	Plastic Products - Industrial	Industrials	Capital Goods	Industrial Products	Plastic Products - Industrial
540694	ANG	NSE:ANG	ANG Lifesciences India Ltd	32.3	42.1782434	SME	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
540696	KCDGROUP	NSE:KCDGROUP	KCD Industries India Ltd	9.68	24.4793171	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540699	DIXON	NSE:DIXON	Dixon Technologies (India) Ltd	15650	94273.94017	Large Cap	Consumer Electronics	Consumer Discretionary	Consumer Durables	Consumer Durables	Consumer Electronics
540700	BRNL	NSE:BRNL	Bharat Road Network Ltd	23.31	194.1023375	SME	Civil Construction	Industrials	Construction	Construction	Civil Construction
540701	DCAL	NSE:DCAL	Dishman Carbogen Amcis Ltd	283.1	4438.529657	Small Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
540702	LASA	NSE:LASA	Lasa Supergenerics Ltd	10.7	53.6083151	SME	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
540703	PROCLB	NSE:PROCLB	Pro Clb Global Ltd	46.8	23.8820302	SME	Consulting Services	Services	Services	Commercial Services & Supplies	Consulting Services
540704	MATRIMONY	NSE:MATRIMONY	Matrimony.com Ltd	506.35	1091.863279	Small Cap	Internet & Catalogue Retail	Consumer Discretionary	Consumer Services	Retailing	Internet & Catalogue Retail
540709	RHFL	NSE:RHFL	Reliance Home Finance Ltd	3.7	179.4717213	SME	Housing Finance Company	Financial Services	Financial Services	Finance	Housing Finance Company
540710	CAPACITE	NSE:CAPACITE	Capacite Infraprojects Ltd	272.85	2302.107876	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
540716	ICICIGI	NSE:ICICIGI	ICICI Lombard General Insurance Company Ltd	1985	98214.35834	Large Cap	General Insurance	Financial Services	Financial Services	Insurance	General Insurance
540717	PQIF	NSE:PQIF	Polo Queen Industrial and Fintech Ltd	40.27	1352.065265	Small Cap	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540718	AAYUSHBULL	NSE:AAYUSHBULL	Aayush Art And Bullion Ltd	996	1525.092132	Small Cap	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
540719	SBILIFE	NSE:SBILIFE	SBI Life Insurance Company Ltd	1848.5	185508.1155	Large Cap	Life Insurance	Financial Services	Financial Services	Insurance	Life Insurance
540724	DIAMONDYD	NSE:DIAMONDYD	Prataap Snacks Ltd	1056.3	2551.862016	Small Cap	Packaged Foods	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Packaged Foods
